"EQL_Region"	"Birdlife_SpR"	"EBBA1_SpR"	"EBBA1_AreaWeighted_SpR"	"Mammal_Spec.Rich"	"Bear_dummy"	"Wolf_dummy"	"Megafauna_Spec.Rich"	"Tree.Sp.Rich"	"Mauri.Tree_SpR"	"H_div"	"H.even"	"Simp_div"	"nat.H_div"	"nat.Simp_div"	"Corine_Perc.Forest"	"Corine_Perc.Agriland"	"Corine_Perc.Freshwater"	"a.2007"	"a.km.2007"	"Elevation_sd"	"Elevation_range"	"Elevation_mean"	"Elevation_AreaWmean"	"TRI.mean"	"TRI.mean.cat"	"tmean.yearmean"	"tmean.yearrange"	"tmean.yearmax"	"tmean.yearmin"	"prec.yearmean"	"prec.yearrange"	"prec.yearmax"	"prec.yearmin"	"tg_0.25deg_HDD"	"tg_0.25deg_HDD.yearmean"	"tg_0.25deg_CDD"	"tg_0.25deg_CDD.yearmean"	"tg_0.25deg_GDD"	"tg_0.25deg_GDD.yearmean"	"Natura_AreaSize_km2"	"Natura_Perc_Cover"
"10"	"1"	213	174	113.234725611359	10	1	0	6	27	28	2.25069847345723	0.744039483950362	0.860796096246539	2.10802259443287	0.842911955018618	36.8462427922135	11.7308991272425	2.35572024438737	2620469799.42814	2620.46979942814	605.525419993602	2670	1323.74748827863	1323.32814782925	532.302341835564	6	4.63268400684677	29.7	18.6	-11.1	98.6648619483516	172	217	45	48250.1102390829	132.104314911553	4.07499708142132	0.0111569630626811	9060.50458999909	24.8068190038101	243.267022575916	9.28333624078004
"11"	"12"	160	122	111.093087718045	4	0	0	2	18	NA	1.59513895775361	0.53277356140103	0.67733524628533	1.03672948027861	0.457936459190905	10.477299185099	2.49371974756449	0.202193493045769	163168572.051875	163.168572051875	30.2535785447466	105	63.817880794702	63.7000166805671	36.1248044887636	1	10.1395695364238	16.4	17.8	1.4	66.8112582781457	29	79	50	21721.4105157349	59.4712020527045	227.699930492789	0.623421235187002	25132.5890523512	68.810691670195	22.9198510442764	14.0467314007163
"12"	"14"	245	167	131.603770978173	4	0	0	2	23	15	1.89698050726736	0.55280357919087	0.801569292279149	1.53269696927839	0.723015141010974	2.64803150914862	46.538148338956	0.654113971382514	3008699498.01357	3008.69949801357	21.4180469235302	119	17.639848812095	17.6303079536223	12.7585994431453	1	10.1655987520998	15.9	17.7	1.8	63.3105951523878	34	78	44	22241.5145388935	60.8951985020732	140.00194976218	0.383312319245927	23921.0170799483	65.4935202774821	253.139550863834	8.41358703427381
"13"	"13"	262	152	104.039662286737	5	0	0	3	22	NA	1.67052312630562	0.433130231379976	0.741396524806788	1.25190738827171	0.637408935349289	1.57037690937466	39.7648060280278	0.342702208490313	3171743984.78002	3171.74398478002	13.7366003468401	116	15.640686695279	15.6579038537397	9.29908702035587	1	10.1014320457797	15.2	17.5	2.3	58.342861230329	42	79	37	20804.6419793487	56.9611750531461	126.744242348043	0.347013949220156	24787.5176176538	67.8659181712254	282.627288886394	8.91078505203532
"14"	"16"	172	134	114.454371383022	4	0	0	2	23	NA	1.58378326809654	0.500558258240955	0.674838544922622	1.09983890739564	0.490164216233199	6.73452835518941	15.3855266875051	0	1097261949.52817	1097.26194952817	29.6726657320973	128	112.477419354839	112.378428015409	32.9047361410063	1	9.80280810587262	16.4	17.7	1.3	68.6961124896609	30	81	51	23466.3705246579	64.2487402880494	181.1066072161	0.495853048908875	23509.8324367081	64.3677349615888	50.70449322268	4.62100168921107
"15"	"17"	229	174	119.094071256341	6	0	0	4	25	18	1.86896019197403	0.610755050553135	0.783579015840112	1.51766928651109	0.701579157749121	11.6737942784835	27.76408261204	0.328946504844938	3809139864.1101	3809.1398641101	75.670402402644	348	110.423697091851	110.591551648174	30.4915634831238	1	9.81137105288415	17.8	18.1	0.3	68.1325103176888	71	113	42	25164.0892799885	68.896936364165	111.166208483512	0.304362741147352	21639.727909005	59.2475626713896	240.086834647672	6.30291465297419
"16"	"11"	195	179	116.077490260677	4	0	0	2	23	12	1.92367632259928	0.63874255234226	0.806450946379962	1.63834229921362	0.752374525653081	7.87460690710259	33.4726275131975	0.204455525021012	2117776254.24951	2117.77625424951	26.0195091578793	128	46.6250643335049	46.6451185505862	25.8820281076361	1	10.0461614342083	16.4	17.8	1.4	66.326170869789	30	79	49	21866.2880153549	59.867863174069	232.127430639695	0.635543318862661	25127.1865532096	68.7959001299398	209.306626659562	8.56370358264192
"17"	"20"	200	155	128.794894414247	6	0	0	4	23	12	2.22728493754362	0.740629519683309	0.868664699893458	2.00566191972062	0.840953681019703	28.7348937217466	33.0583008432315	0.516819294586998	3860171011.33084	3860.17101133084	161.08344901841	639	312.469184890656	312.487761954908	77.2968432002357	1	8.55138336646786	19.8	17.7	-2.1	82.08902537158	114	168	54	26221.0005028136	71.7906610069026	174.401375358924	0.477494747623632	21579.0163105865	59.081339960674	391.954824860825	10.1538202247804
"18"	"19"	199	155	124.794049774332	6	0	0	4	24	14	2.02509564417858	0.734997879000067	0.844943448173962	1.88523233747681	0.828736283944292	49.2266418032548	39.2233022764814	0.0145684053871722	4461800490.44718	4461.80049044718	88.7620810557394	513	392.834927338219	392.814957431639	72.3297946590771	1	8.32967022730096	19	17.7	-1.3	85.6205647331594	78	135	57	28002.6865000948	76.6687515831121	115.747961466759	0.316907154744476	20062.0662169253	54.9280716699873	1023.27887398923	22.9342140281346
"19"	"18"	196	156	118.033737843039	5	0	0	3	24	16	2.04427011662126	0.70878074349411	0.849146439702592	1.81798671260633	0.818747596337805	33.489695854942	31.6677641066385	0.321069214904142	3675530913.23102	3675.53091323102	69.9214969885313	415	236.069244604317	236.083171845517	64.5817510259612	1	9.1457096822542	17.9	17.6	-0.3	77.2151778577138	64	118	54	25663.1742719079	70.2633846606238	118.074959619902	0.323278259293215	21573.161662844	59.0653104795965	513.90041715319	13.9816649430043
"20"	"22"	292	217	125.395083114317	12	1	1	7	26	24	1.74142211649226	0.544711736753031	0.714199056045848	1.57441942010553	0.681612979880309	23.9466120011587	16.8285497637756	1.01451242296627	14810127589.6481	14810.1275896481	189.521863441105	1748	245.20077643683	245.448692218227	100.437034088381	2	10.4911662728219	29.4	22.8	-6.6	50.1289525135736	84	114	30	24787.7003009398	67.8664183410743	1382.79449617736	3.78596274030914	30261.3881763396	82.8528667291995	4532.97393772525	30.6041622135476
"21"	"24"	358	227	125.697661751624	12	1	1	7	23	6	1.94895521912232	0.577630030004046	0.773018163720172	1.78547894507714	0.750386869381173	32.3676976430881	14.1993892105991	1.00364171061428	19804036089.9095	19804.0360899095	236.537824218133	2175	295.04374599102	294.872328134583	111.485057072324	2	11.3156729741287	31.7	23.8	-7.9	51.7436978832585	100	125	25	22018.5468275413	60.2847336428299	1457.26318221675	3.98985107761762	31681.7254118136	86.7416179984903	10008.5947717463	50.5361148504319
"22"	"21"	294	214	95.0519130073381	12	1	1	7	26	13	1.85789631529314	0.594209690355327	0.741287577685498	1.71748690727126	0.716460929769861	21.0970751794056	19.4988913665035	1.1854092504295	19068335692.3168	19068.3356923168	298.888904129694	2335	308.988636363636	308.782639695301	128.431785133821	3	10.5092876713824	31.2	23.1	-8.1	51.8070474194394	93	127	34	26447.817647226	72.4116652558943	1154.89238805976	3.1619879615865	28590.2428502213	78.277426231124	8848.29867325654	46.4030989177854
"23"	"25"	335	224	137.170786419641	13	1	1	7	27	8	2.34462257777061	0.725928895783883	0.880161244321175	2.21010681140582	0.869859663549432	43.0502253778625	19.2021840375735	0.351364875726962	20303561213.5624	20303.5612135624	436.978824444615	2751	943.429358890037	943.407475961132	247.82052400458	5	8.31867816091954	34.7	25.3	-9.4	50.5623127355487	87	112	25	31243.3831752791	85.5414777176235	393.931033737479	1.07854653754007	22501.2760461261	61.6064013528712	10480.1101969095	51.6171034563337
"24"	"23"	319	214	120.900848486535	10	1	1	6	25	11	1.58516461385701	0.470733939171388	0.658648845735887	1.3860473593128	0.616636746448819	22.0307053630259	14.1038465346366	0.54275501599451	14645821925.7382	14645.8219257382	116.954305417974	895	235.121978303579	235.103373124825	85.2742928694437	2	10.8920951852168	26	22.7	-3.3	48.0420724068221	57	88	31	22636.8044792019	61.9774655994358	1087.60306104397	2.97775604165443	28946.5015112166	79.2528293153634	5614.04248969466	38.3320411661188
"25"	"26"	343	223	133.111729023173	12	1	1	7	27	7	2.27634319688265	0.711966882737262	0.868181316099852	2.1675991494096	0.858988907193312	40.403994319389	18.122714616391	1.10749549912219	22356873800.0336	22356.8738000336	471.963098571867	2321	610.648605349735	610.385746643553	180.22405000438	4	10.0590139703428	32.7	24	-8.7	51.601103800124	110	129	19	25700.7080757739	70.3661487252276	1215.96598722921	3.32920179669455	28409.3907722283	77.7822700595584	15847.4267172506	70.8839118518858
"26"	"28"	178	157	143.678859554143	7	0	0	4	24	29	2.04808990715747	0.555642319170835	0.799860003032965	1.38071929381124	0.594770379234391	7.94417930284541	7.68440766024286	1.07533377635474	496583032.805942	496.583032805942	45.11263590324	222	267.688268156425	267.762273901809	57.430037918455	1	8.65980446927374	21.3	18.9	-2.4	42.1663873370577	57	76	19	28207.4303634856	77.2293212413276	337.004895594902	0.922688065038713	23714.3141452735	64.9275868642711	9.17648172066511	1.84792494176342
"27"	"27"	204	NA	NA	2	0	0	1	4	14	2.39570988554208	0.685960883682528	0.865634875284033	2.18002061385612	0.843219229211999	16.6302662563872	20.5899461346008	0.221754182623381	9249109282.00586	9249.10928200586	303.925775791174	1970	309.489945862336	309.743083897418	272.20399276275	5	17.8230471771075	27.9	28.3	0.4	42.9653776746584	234	234	0	5924.28463493873	16.2201404133931	4771.86000721383	13.064908950119	44005.5843131106	120.483197637489	2121.97734093189	22.9425047994212
"28"	"29"	213	176	145.076459743368	8	0	0	5	27	58	1.65082885247774	0.534327342643595	0.692084933472737	1.4469852677004	0.649347720413541	28.4082327655063	12.0060558532654	0.662132037932587	11017349656.7181	11017.3496567181	120.667598640284	721	347.484067149176	347.467819980496	66.5570847216881	1	7.92304985926819	23.2	18.8	-4.4	47.5452854845195	82	101	19	31056.5789937241	85.0300252400092	206.565844325264	0.565558072582638	21267.046943424	58.2271968443541	729.300594114459	6.07218383433508
"29"	"30"	228	187	150.316415937604	10	0	1	7	30	50	1.70620048365191	0.59834773805267	0.754184416107356	1.57907398376661	0.736889191929665	38.8329312938105	21.6532621959872	1.27082328234526	17618395926.5367	17618.3959265367	158.595194812389	1039	544.011061523749	544.00074652723	86.1384175515849	2	7.04938343427904	24.6	18.2	-6.4	63.1205185421315	121	148	27	34460.027854457	94.3483517237371	97.8430211597329	0.267885093218158	18211.4431934405	49.861237926694	4475.37175991547	25.4016981942255
"30"	"31"	216	179	144.173666149517	9	0	0	5	30	58	2.20596471391957	0.731993096909976	0.855032565393385	1.98227405329249	0.833485839876327	33.1759321857611	26.6377751197555	0.753144844881285	8653475659.56849	8653.47565956849	204.788775788666	1070	462.729762282092	462.480061038156	106.463211332606	2	6.76092709984153	23.5	18.5	-5	53.3951928156366	92	113	21	33495.9075855835	91.7086800840086	124.27051313832	0.340241108683463	18833.2731739207	51.5637505874062	2401.6065998996	27.7530866713417
"31"	"32"	224	187	149.010189066729	10	0	1	7	30	58	1.84903366206482	0.601880468595607	0.784335156504146	1.66876699936457	0.756195698130534	32.2354431743362	21.6013171466218	0.357182766152612	12439476631.7665	12439.4766317665	182.917567202848	1320	424.490488409131	424.558607903005	90.5219434152747	2	7.11210921370849	25.2	18.3	-6.9	52.3081018108889	109	132	23	32995.3564971261	90.3382177515654	155.548795243224	0.425878136425043	19923.8500260086	54.5496485923971	1875.11670792358	15.0739196143746
"32"	"34"	222	196	151.99956216747	11	1	1	7	29	49	1.954849228856	0.656907902555784	0.808214604201089	1.77893957762182	0.782600357943915	36.9606003752345	18.5253629939035	0.255753090485248	9231411315.85545	9231.41131585545	186.737624269213	1324	433.756825473697	433.814792297813	115.540500594617	2	7.48015214803157	26.4	19	-7.4	56.7468268862118	125	149	24	33627.1547740379	92.0680226809255	149.292171596446	0.40874808270244	19884.8981484686	54.443001973945	2821.95023596876	30.5690012003752
"33"	"35"	223	191	152.629467760351	11	1	1	7	28	39	2.03209649184312	0.681917556459342	0.833445434234818	1.79961952556735	0.802882751017343	33.8687611777938	25.9977506130501	0.693069306930693	5423795904.03006	5423.79590403006	195.204546157247	1211	463.412771627716	463.239968846394	113.764494172706	2	7.18601544348777	26.1	18.7	-7.4	62.4662942462758	136	164	28	33466.6948827553	91.628698420242	119.125410844995	0.326154297062897	19779.8138040738	54.1552908111016	1454.71809053248	26.8210330234238
"34"	"33"	246	198	144.835835344969	10	0	1	7	29	64	1.70568758579196	0.566518597856041	0.703085016547388	1.53416080285219	0.668893440294149	28.9211849316586	13.6814986850693	0.665507211567673	13989027954.3691	13989.0279543691	153.84938539805	664	419.894709335049	420.025695543249	67.7279768538676	1	7.79853729463161	24.1	19.6	-4.5	52.3526707941358	89	112	23	32473.8253313393	88.9103139183949	213.04029036932	0.583284503773026	20856.8845906128	57.1042104645894	1113.22432523673	7.95783902121897
"35"	"233"	225	175	126.552341808579	7	0	0	4	29	42	2.18712492214846	0.737719059749462	0.85184508169957	1.94688289182869	0.820292390255091	43.0155396527825	17.1083612900615	0.859299002808441	6918387311.15667	6918.38731115667	214.596297677407	906	353.091228643832	353.255409265656	100.433043699753	2	9.26803591378512	22.2	19.8	-2.4	66.059177361781	81	121	40	27144.6904330208	74.3196381391017	289.795628287164	0.793433481282064	22774.3241524977	62.3539816765511	1532.66565315264	22.1455056574675
"36"	"232"	207	169	119.520690295218	7	0	0	4	28	47	2.06661847972272	0.702623815912165	0.822340419206219	1.85426453134524	0.788967019567769	30.8218347462605	23.8876277603241	0.0937003785912162	10555048637.046	10555.048637046	121.760646253489	687	399.33031795311	399.378861639805	85.457139879691	2	8.76212709203154	21.7	19.3	-2.4	60.4506744459908	76	112	36	28615.9149161276	78.3477139602528	220.038930713199	0.602446130209926	21760.780686031	59.5789939178245	1618.95100858346	15.3381672055737
"37"	"222"	218	167	128.769800389479	6	0	0	4	24	32	2.04265324640947	0.561424068489469	0.795687535393836	1.59063416251869	0.687203660932983	12.6135844123459	20.3312792107938	2.1247133233335	5293491472.73676	5293.49147273676	58.5672706372333	350	58.4774527726996	58.3958151045209	19.4779385568352	1	9.8744066964588	18.5	18.7	0.2	67.0306384995599	55	99	44	22968.5932301229	62.8858723454222	309.678095726466	0.847869828200348	24730.0254366867	67.7085099261085	530.865195496661	10.0286398538934
"38"	"231"	214	166	126.910822056577	6	0	0	4	25	47	2.12463508693052	0.701052258865031	0.831709219339889	1.89848471060261	0.800178757597119	36.0073292161243	20.9583461083614	0.753069656753245	6849152530.89244	6849.15253089244	109.978850681872	566	244.304969756417	244.356072168075	82.8182795518418	2	9.03671189580949	21.7	19.7	-2	56.8818592992207	59	91	32	25404.3596746573	69.5547743613006	345.286825181916	0.945363218086385	24049.3191107305	65.8447993065717	1983.28849167275	28.9566991349725
"39"	"226"	195	144	117.536015605088	6	0	0	4	24	37	2.12547366371313	0.806430187978586	0.858009607446964	1.85687412937988	0.823609889912713	40.8442057558122	21.3596933427833	0.439222576040408	8014161838.67908	8014.16183867908	171.355420460501	773	316.822047561467	316.679189179925	98.2420902565465	2	8.10748186215236	21.4	18.1	-3.3	78.9585236687715	120	169	49	28860.03518413	79.0160925525643	117.562902275802	0.321876293902822	19836.8945207504	54.3115725052544	1216.37213418926	15.1777835122036
"40"	"247"	214	165	135.839227243988	8	0	0	5	29	29	1.68525968042208	0.538603226684064	0.72970245002521	1.42140479313501	0.6692849821886	27.4401337802895	16.4947663519887	0.282029941156905	6523769318.75959	6523.76931875959	165.926838387181	1023	457.587491627595	457.832229194751	81.2909968118675	2	7.05692467626703	23.4	18.3	-5.1	55.6783322170127	82	113	31	31898.1994878035	87.3343038879744	116.625413359566	0.319309536430087	19289.8701711846	52.8138707055848	768.039824780405	11.7729457810835
"41"	"249"	200	162	137.92884990725	7	0	0	4	22	24	1.5414547541543	0.432771056098087	0.583972723697156	1.14210762764099	0.466861484620873	15.1354314118407	5.52889027453366	1.88143182921034	3977239335.62562	3977.23933562562	36.4297821235411	264	133.139916023297	133.066055529998	20.0658902383291	1	8.87271772992009	19.9	18.6	-1.3	45.4848751636643	45	73	28	27404.0837391807	75.0298328896028	253.441032614352	0.693897979053237	23111.7302622725	63.2777682287041	1013.16083054457	25.4739718951259
"42"	"216"	311	196	134.051130625842	7	0	0	4	28	41	1.86344609427865	0.533201739149862	0.745486446945951	1.64814921191671	0.706720791339059	8.74448705778759	35.7434614533045	1.92059072782289	15717609492.0004	15717.6094920004	17.7837844632979	143	22.1034686250082	22.1284200934346	12.8071316224763	1	8.23276725023495	18.7	17.8	-0.9	63.9892821235766	63	99	36	24081.9226474804	65.9340647582919	70.9699689367165	0.194309175237593	17315.8407146847	47.4091616246322	2292.01980692765	14.582496200174
"43"	"1001"	237	197	147.15007282697	8	0	0	5	26	35	1.56287128473846	0.467169023836076	0.633501199957486	1.32358951226209	0.5777280711062	21.4801205083154	10.7350228508296	0.931505915907	20546865148.4986	20546.8651484986	101.864658527356	1072	115.031686234034	115.02733982275	28.2750317223635	1	8.72513783167764	22.2	18.6	-3.6	45.6658151636348	138	163	25	27650.7987533425	75.7053156556055	236.511355085565	0.647546096321114	22456.9710707719	61.4850984504047	3372.52547471358	16.4138200661219
"44"	"252"	217	175	134.837625341896	8	0	0	5	27	35	1.67612929211148	0.530300816745238	0.710599542594004	1.47030606390239	0.671172618706681	33.3501331234285	10.6622119463163	0.38869820338891	16210130645.9546	16210.1306459546	141.797919621938	828	358.704553074499	358.63855014152	92.8277681979738	2	7.63755392386955	21.8	18	-3.8	54.0560472965422	78	101	23	30602.6841692964	83.7873034197729	120.402147774759	0.329649884048979	19793.4701808069	54.1926807006492	3568.0882655036	22.0114713658354
"45"	"36"	241	174	64.5029517316772	1	0	0	1	22	39	2.11350452246065	0.540487523852107	0.780230288932772	1.56220987443736	0.635379004276716	13.5976248690185	9.1077735087515	3.16761749524586	2576489672.5339	2576.4896725339	28.7042493358514	155	31.5571372854914	31.6609980725604	19.7417680685961	1	8.02040106604264	18.8	17.3	-1.5	50.4654186167447	45	72	27	19017.2969761329	52.0675906449357	21.5299852583557	0.0589470974992114	13099.039495049	35.863952018314	480.963240265433	18.6673847515851
"46"	"220"	294	201	148.806541167341	7	0	0	4	24	47	1.89969694968759	0.572398332951856	0.783028059937407	1.74267956798741	0.758808985146095	24.3027540604738	31.2411889324003	0.481350709379213	15576984569.5804	15576.9845695804	29.0175262086691	143	36.7255425709516	36.7347910462062	12.2481866269416	1	8.53241624930439	18.7	17.9	-0.8	58.473959376739	54	86	32	26394.4347005954	72.2655077122609	158.693580826406	0.434488266908713	20801.1743583709	56.9516810293732	2755.99186031418	17.6915629867207
"47"	"230"	203	158	119.587364496436	6	0	0	4	26	44	2.11375969644381	0.704154801667842	0.852626755232021	1.95233166181525	0.835657165918788	43.3475266095091	28.0035620329734	0.587366318025256	13003610255.5051	13003.6102555051	123.839383467971	723	356.371208903237	356.222210852755	113.98271790242	2	8.3151622631892	20.9	18.7	-2.2	64.761868858494	97	132	35	28065.6768964761	76.8412134307373	172.935305701768	0.473480785236571	20854.8166999331	57.0985487722077	2996.25891670521	23.0417465447636
"48"	"223"	200	168	125.683771334946	6	0	0	4	24	39	2.13249088678372	0.663826175697604	0.83615818608936	1.79767460859481	0.782479020754331	26.2537305931049	23.5890309355655	0.877411046495042	7361525682.94393	7361.52568294393	147.017976202608	624	212.772296997486	212.856627792451	55.2436686271293	1	9.15010784893754	21.5	19.6	-1.9	71.1392052457723	110	150	40	25659.2851619645	70.2527366392588	208.824604072298	0.571742346721144	22403.6764792336	61.3391828147972	563.389356732429	7.65316024137753
"49"	"243"	184	155	128.13177456068	6	0	0	4	25	34	2.16512295851146	0.708580931893936	0.867315174807529	1.91887273511257	0.836988158727593	34.934618406416	32.3030189882772	0.260981851843209	2571240358.72214	2571.24035872214	73.6641723727938	499	306.449269037748	306.469842889918	88.9935087781495	2	8.93864099207215	20	18.5	-1.5	63.8548258055131	58	102	44	25813.150459962	70.6740055167785	278.299919363111	0.761959299268599	23089.0424679139	63.2156511575567	300.379915452002	11.6822962285876
"50"	"224"	219	171	123.872391886222	6	0	0	4	24	33	1.53239578542199	0.445687072300522	0.614808716763149	1.20694296577208	0.518694181854052	10.6906378342134	17.0919569131703	0.178613232986223	6919867554.8181	6919.8675548181	22.958927409523	187	63.8112714987715	63.79265691745	13.6434101660211	1	9.32134136977887	18	18.3	0.3	67.2654522420147	50	94	44	24227.8357967896	66.3335613921974	222.202872891308	0.608370802662088	23512.8779328816	64.376073246902	381.509714421238	5.51325168293805
"51"	"248"	224	176	144.139652681519	11	0	1	7	28	35	1.81335271083262	0.571731096269052	0.733088506288629	1.54827651022779	0.676148091326339	28.6329267202803	11.0722022433158	2.12839338963231	7944347865.10286	7944.34786510286	121.653221452749	812	230.010061866884	230.15818315995	48.09179742292	1	8.21088562558071	23.5	18.7	-4.8	51.2845140163619	70	98	28	29327.737265759	80.2966173590396	210.688683116576	0.576846021798054	21892.2498153179	59.9389441681018	2377.10993864048	29.9220273205025
"52"	"225"	207	166	131.701314167162	8	0	0	5	25	33	1.69882422794937	0.543148241900967	0.687966018012171	1.43339934885639	0.617993127374698	19.3738389950525	15.5422927663644	0.380411126029194	6524721209.98512	6524.72120998512	92.6134437370089	451	157.612603810454	157.864163497325	52.5823136061175	1	8.69136473429952	19.1	17.6	-1.5	68.3581257124247	67	110	43	26540.8721522257	72.666439837165	183.091606843906	0.501287793298716	21878.7916660164	59.9020970068282	810.140352491685	12.4164746111897
